division,edu,female,inc,rural,Polio.a,Polio.b,Polio.c,Polio.d,Polio.e,FCR.a,FCR.b,FCR.c,FCR.d,FCR.e,Durand.a,Durand.b,Durand.c,Durand.d,Durand.e,Curriculum.a,Curriculum.b,Curriculum.c,Curriculum.d,Curriculum.e
24,4,1,3,0,NA,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA
24,5,0,2,1,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA
24,4,0,2,1,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,5,NA
24,5,0,3,0,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,NA,1,NA,NA,NA
24,1,1,1,0,NA,NA,NA,3,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA
24,4,1,2,0,2,NA,NA,NA,NA,4,NA,NA,NA,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA
24,1,1,1,0,3,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA
24,4,1,1,0,3,NA,NA,NA,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA
24,5,1,3,0,3,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA
24,3,1,2,0,NA,NA,3,NA,NA,NA,NA,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2
24,4,1,2,1,NA,NA,5,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,2,NA
24,1,1,2,0,NA,NA,NA,2,NA,NA,NA,NA,NA,3,NA,NA,4,NA,NA,NA,4,NA,NA,NA
24,5,0,3,1,5,NA,NA,NA,NA,5,NA,NA,NA,NA,1,NA,NA,NA,NA,5,NA,NA,NA,NA
24,2,0,3,1,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,5,NA,4,NA,NA,NA
24,4,1,1,0,NA,NA,NA,NA,4,NA,NA,NA,2,NA,NA,NA,4,NA,NA,NA,5,NA,NA,NA
24,3,1,2,0,NA,NA,NA,4,NA,NA,4,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,4
24,5,1,2,0,NA,NA,NA,NA,3,NA,NA,2,NA,NA,NA,NA,NA,4,NA,NA,3,NA,NA,NA
24,2,1,2,0,3,NA,NA,NA,NA,5,NA,NA,NA,NA,2,NA,NA,NA,NA,4,NA,NA,NA,NA
24,3,1,1,0,3,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA
24,4,1,2,0,3,NA,NA,NA,NA,3,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA
24,4,1,1,0,NA,5,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,1,NA,NA,NA,4,NA,NA
24,3,1,1,0,4,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA
24,5,0,3,1,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA
24,5,0,3,1,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,NA,NA
24,4,0,3,1,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,5,NA
24,3,0,3,1,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,4,NA,NA,NA,NA
24,2,0,3,1,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,5,NA,NA
24,2,0,3,1,NA,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,5,NA
24,5,0,3,1,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5
24,4,0,1,1,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA
24,5,0,3,0,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA
24,3,0,3,0,NA,2,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,5,NA
24,5,0,3,0,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,3,NA
24,5,0,3,1,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5
24,5,0,2,1,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA
24,5,0,3,1,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA
24,3,0,3,1,NA,NA,5,NA,NA,NA,NA,NA,4,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5
24,3,1,1,0,5,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA
24,4,1,2,0,NA,2,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,4,NA,NA,3,NA,NA
24,1,0,2,1,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA
24,1,1,1,0,3,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA
24,3,1,1,0,5,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA
24,2,1,1,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA,5,NA,NA,NA,NA
24,4,1,1,1,NA,NA,4,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,3,NA,1,NA,NA,NA
24,1,1,1,1,NA,2,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,4,NA
24,5,1,3,0,3,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA
24,3,0,3,1,NA,NA,NA,NA,5,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,5,NA
24,5,1,2,0,NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3
24,4,1,1,0,4,NA,NA,NA,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA
24,4,1,2,0,4,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA
24,3,1,1,0,4,NA,NA,NA,NA,3,NA,NA,NA,NA,5,NA,NA,NA,NA,2,NA,NA,NA,NA
24,3,1,2,0,4,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA
24,2,0,2,0,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA
24,2,0,2,1,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA
24,5,0,3,1,NA,NA,5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,5,NA,NA,5,NA,NA,NA
24,3,0,2,1,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5,NA,NA,NA,5,NA,NA,NA
24,4,0,3,1,3,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA
24,5,0,3,1,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA
24,4,1,2,0,NA,NA,NA,NA,5,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,NA,NA
24,3,1,2,0,NA,NA,NA,NA,3,NA,NA,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3,NA
24,1,1,2,0,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,4,NA,NA,4,NA,NA
24,4,1,1,0,5,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA,4,NA,NA,NA,NA
24,3,1,3,0,NA,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,NA
24,5,1,3,0,NA,NA,NA,NA,5,NA,2,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,3,NA
24,2,1,1,0,NA,NA,NA,NA,3,NA,4,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,3,NA
24,2,1,1,0,3,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA
24,2,1,1,0,3,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA
24,5,0,1,1,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,5,NA,5,NA,NA,NA
24,1,1,2,0,2,NA,NA,NA,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA
24,1,1,1,0,5,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA
24,2,1,1,0,3,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA
24,3,0,3,0,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,4,NA,NA,NA,NA
24,1,0,2,0,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA
24,4,1,2,0,5,NA,NA,NA,NA,4,NA,NA,NA,NA,5,NA,NA,NA,NA,3,NA,NA,NA,NA
24,4,1,1,0,1,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA
24,2,0,2,1,NA,NA,NA,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,5,NA,NA
24,4,1,2,0,3,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA
24,5,1,3,0,NA,5,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,3
24,4,1,2,0,NA,NA,NA,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,5,NA,NA
24,5,0,3,0,5,NA,NA,NA,NA,3,NA,NA,NA,NA,5,NA,NA,NA,NA,3,NA,NA,NA,NA
24,4,0,2,1,NA,5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,5
24,4,0,3,1,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,3,NA,NA,NA,NA
24,3,1,1,0,NA,NA,NA,4,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA
24,2,0,3,0,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5
24,1,0,2,0,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA
24,3,0,3,1,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA
24,3,0,3,1,NA,NA,NA,NA,5,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5,NA,NA,NA
24,2,0,3,1,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA
24,5,0,3,1,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA
24,4,1,2,0,4,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA
24,3,1,1,0,5,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA
24,4,1,3,0,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,NA
24,1,1,2,0,5,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA
24,3,1,1,0,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3
24,2,0,2,0,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA
24,5,1,3,0,3,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA
24,5,1,2,0,5,NA,NA,NA,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA
24,5,0,3,0,NA,5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,5
24,4,1,2,0,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,NA,NA
24,1,1,1,0,NA,NA,NA,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA
24,4,0,3,0,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA
24,2,0,3,0,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA
7,3,0,2,0,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5,NA,NA,NA,5,NA,NA,NA
7,5,0,3,0,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,5,NA,NA
7,1,1,1,0,5,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,5,NA,NA,NA,NA
7,2,0,2,0,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA
7,5,0,2,1,NA,5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5,NA,NA
7,4,0,2,1,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA
7,3,0,2,1,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA
7,2,1,2,0,5,NA,NA,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA,NA,5,NA,NA,NA,NA
7,5,0,3,1,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA
7,2,0,2,1,5,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA
7,1,0,1,0,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5
7,1,0,1,1,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA
7,5,0,3,1,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA
7,4,0,2,1,4,NA,NA,NA,NA,3,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA
7,4,0,3,1,NA,NA,NA,NA,5,NA,NA,NA,5,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA
7,4,0,2,1,4,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA
7,1,0,1,1,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA
7,3,0,2,1,NA,NA,5,NA,NA,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,NA,5,NA
7,4,0,2,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA
7,1,1,2,0,5,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,2,NA,NA,NA,NA
7,1,1,1,0,NA,NA,NA,5,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3,NA,2,NA,NA,NA
7,2,1,2,0,5,NA,NA,NA,NA,3,NA,NA,NA,NA,1,NA,NA,NA,NA,5,NA,NA,NA,NA
7,4,0,3,0,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA
7,2,0,3,1,NA,NA,NA,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,5,NA,NA
7,3,0,2,0,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA
7,3,1,2,0,NA,NA,5,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,4,NA,NA,NA
7,4,1,3,0,NA,NA,5,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA
7,1,1,2,0,NA,5,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,4,NA
7,2,0,1,1,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,4
7,4,0,2,1,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA
7,4,1,3,0,5,NA,NA,NA,NA,3,NA,NA,NA,NA,1,NA,NA,NA,NA,3,NA,NA,NA,NA
7,5,0,3,1,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,5,NA,NA,NA,NA,NA,5,NA
7,4,1,3,1,NA,NA,NA,NA,5,NA,NA,4,NA,NA,NA,NA,NA,1,NA,NA,4,NA,NA,NA
7,2,1,3,1,5,NA,NA,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA,NA,5,NA,NA,NA,NA
7,4,1,3,1,5,NA,NA,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA
7,2,1,2,1,NA,5,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2
7,4,0,3,0,NA,NA,4,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,3,NA,NA,4,NA,NA,NA
7,5,0,3,1,NA,NA,4,NA,NA,NA,NA,NA,5,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,4
7,4,0,2,1,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA
7,2,0,3,1,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA
7,2,1,2,0,NA,5,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,3
7,3,0,2,0,4,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA
7,5,1,3,0,5,NA,NA,NA,NA,4,NA,NA,NA,NA,2,NA,NA,NA,NA,5,NA,NA,NA,NA
7,1,1,2,0,NA,5,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA
7,1,1,2,0,NA,NA,5,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,5,NA
7,5,1,2,0,5,NA,NA,NA,NA,3,NA,NA,NA,NA,4,NA,NA,NA,NA,2,NA,NA,NA,NA
7,4,0,1,1,NA,NA,NA,NA,4,NA,NA,NA,4,NA,NA,NA,2,NA,NA,NA,4,NA,NA,NA
7,2,0,2,1,3,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA
7,4,0,2,0,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA
7,5,0,2,1,NA,NA,5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,5,NA,NA,5,NA,NA,NA
7,4,1,2,0,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,3,NA,NA,NA,3,NA,NA
7,3,0,3,1,NA,NA,NA,4,NA,NA,NA,NA,NA,4,NA,NA,5,NA,NA,NA,4,NA,NA,NA
7,3,0,2,1,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA
7,4,1,2,0,NA,NA,NA,NA,5,NA,NA,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA
7,1,1,2,0,NA,NA,NA,5,NA,NA,NA,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2
7,4,0,1,1,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA
7,4,0,2,1,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA
7,1,1,2,0,5,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA
7,2,1,1,0,NA,NA,NA,NA,5,NA,4,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,3,NA
7,3,1,1,0,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,1
7,5,1,3,0,5,NA,NA,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA,NA,5,NA,NA,NA,NA
7,3,1,3,0,NA,NA,NA,NA,5,NA,4,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,5,NA,NA
7,4,1,3,0,5,NA,NA,NA,NA,4,NA,NA,NA,NA,2,NA,NA,NA,NA,5,NA,NA,NA,NA
7,5,1,3,0,NA,NA,2,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA
7,5,0,1,1,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA
7,4,0,3,1,NA,NA,NA,NA,5,NA,NA,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,5,NA
7,5,0,2,1,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,5
7,3,0,2,1,NA,5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5,NA,NA
7,2,0,3,1,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA
7,4,0,2,1,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA
7,4,0,2,1,NA,NA,NA,NA,5,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5
7,5,0,3,1,NA,5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5,NA,NA
7,4,0,3,1,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,5,NA,NA
7,1,0,1,1,NA,NA,5,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,4,NA,4,NA,NA,NA
7,3,0,2,1,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,5,4,NA,NA,NA,NA
7,4,0,2,1,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA
7,4,0,3,1,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA
7,2,1,2,0,5,NA,NA,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA,NA,4,NA,NA,NA,NA
7,2,1,1,1,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA
7,1,1,2,0,5,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,3,NA,NA,NA,NA
7,4,1,3,0,5,NA,NA,NA,NA,3,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA
7,1,1,2,0,NA,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,3
7,1,0,1,0,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA
7,5,1,2,0,NA,NA,NA,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,3,NA,NA
7,4,0,2,1,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,5,NA
7,4,1,1,0,NA,NA,NA,NA,3,NA,NA,NA,3,NA,NA,4,NA,NA,NA,NA,NA,4,NA,NA
7,5,1,2,0,NA,5,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,5,NA,NA,NA,NA,NA,5,NA
7,1,1,1,0,5,NA,NA,NA,NA,3,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA
7,3,1,1,0,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA
7,1,1,1,0,5,NA,NA,NA,NA,4,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA
7,1,1,2,0,NA,NA,5,NA,NA,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,NA,3,NA
7,2,1,2,0,5,NA,NA,NA,NA,3,NA,NA,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA,NA
7,1,1,1,0,5,NA,NA,NA,NA,2,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA
7,5,1,2,0,NA,NA,NA,5,NA,NA,3,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,3
7,2,1,2,0,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,4,NA,NA,3,NA,NA,NA
7,4,0,1,1,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA
7,2,0,1,1,NA,NA,NA,5,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,5
7,4,0,2,1,NA,NA,NA,NA,5,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5,NA,NA,NA
7,4,0,2,1,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,5,NA,NA
7,4,0,2,1,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,5,NA
7,4,0,2,1,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA
7,4,1,2,1,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA
7,1,1,2,0,5,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,5,NA,NA,NA,NA
7,5,0,2,1,NA,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5
7,2,0,1,1,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA
7,3,0,1,1,NA,NA,NA,5,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,5,NA,5,NA,NA,NA
7,2,0,2,1,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5
